¹,1,2,3,4,5,6,7,7-2,7-v,8,9,9-2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,8080818,,,,,"1215
https://youtu.be/Ja5Ih3MMBFk",,,,,202,,31,18,,"98 2851
https://youtu.be/rgJVN4fHbHM",,,,,,,5103,4460544 2230272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,16080808,,,,,"10
https://youtu.be/HjbUYEnLg3g",,,,,303,,26,14,,"93 1951
https://youtu.be/Zp-V1Ps5mwA",,,,,,,,"126348 63174
1203348 601674
1215348 607674
1242348 621174
1257348 628674
1266348 633174
1275348 637674
1287348 643674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,6080818,,,,,"8681376
https://youtu.be/BPJsNQhLV64",,,,,305,,15,12,,"71 553
https://youtu.be/Lr3YmCXcgZA",,,,,,,,"2008239 30
2023279 41
2029039 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,1070909,,,,,"13709280
https://youtu.be/Pj8GMWKWZXg",,,,,7,,44,22,,"24 27600
https://youtu.be/28nEVKl3Wx0",,,,,,,,"2023279 41
977872023 30
7606302023 47
7820112023 38
62558032023 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,"23
https://youtu.be/1AInR9jHEKI",,,,,"2925
https://youtu.be/42pHlcxgDU0",,,,,107,,48,26,,"24 17613
https://youtu.be/7q8WsrQsdok",,,,,,,,"12490236902 45
24902343804 44
25402016354 29
42490219356 53
42602539356 48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,"256
https://youtu.be/cL7uTkD4UBE",,,,,"1835008
https://youtu.be/gwiZG6r4w6s",,,,,101,,17,"44
https://youtu.be/3naE9Bmxx_E",,"4 13248
https://youtu.be/0k_4kwbVe_g",,,,,,,,"4257368 17
3922573402 34
3922632451 38
7834562453 53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,"20
https://youtu.be/ZBb_ijTf_M8",,,,,"1003520
https://youtu.be/3iyXwhrWpls",,,,,201,,17,"39
https://youtu.be/0B4zi5QfFI8",,"3932 9962
https://youtu.be/BZhSL_1OGDE",,,,,,,,"8200 3
233920 15
532900 18
3316520 25
24919360 25
184827640 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,"65
https://youtu.be/_oKjyDLtzUU",,,,,"477703
https://youtu.be/2maSdRgzTgo",,,,,203,,33,"69
https://youtu.be/b2x1F8lljio",,"442 2423
https://youtu.be/EXg-WZiqqm8",,,,,,,,"20723 64
200723 20
208423 27
2033923 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,"41
https://youtu.be/iscCcNgErBk",,,,,"216
https://youtu.be/BGkbYIRQnDU",,,,,304,,2510,"60
https://youtu.be/_HqPAsgdwVM",,"1703 2281
https://youtu.be/FL-RENig1vc",,,,,,,,"174119610 86070
181499514 89718
183575112 90744
195106212 96444
197181810 97470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,"59
https://youtu.be/jq6QAhq1NZ0",,,,,"72
https://youtu.be/8ZwTNR_piJI?t=269",,,,,307,,2002,101,,"2886 2085
https://youtu.be/t6QCpkC0ZNw",,,,,,,,"212212 508032
2527252 5588352
4282824 13789440
4626264 11787120
8125218 19595520
8824288 19908504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,"44
https://youtu.be/nSozBz4TTpE",,,,,"1440
https://youtu.be/RbNtzZljDmk?t=703",,,,,"7
https://youtu.be/Qj-YIApovbc",,24,121,,3889 145,,,,,,,,"10581129 90437
12589129 105791
13582129 112249
17587129 147791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,"39
https://youtu.be/535UkJef9Qo",,,,,"3645
https://youtu.be/RbNtzZljDmk?t=1020",,,,,504,,24,401,,"1318 639
https://youtu.be/vYG7-QYX-u8",,,,,,,,"1203456609 167589
1243454779 173159
1283452949 178729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,"9
https://youtu.be/nkvTPXDteCY",,,,,"9288
https://youtu.be/RbNtzZljDmk?t=1064",,,,,311,,127,321,,"1664 772
https://youtu.be/aZca0qzfjAY",,,,,,,,"129135349 24269
1213501939 228059
1213555149 228069
1228613579 230899
1229571359 231079
1262135879 237199
1277513569 240089
1282781359 241079
1291135329 242649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,"8
https://youtu.be/pDlVSN0uWSk",,,,,"41493
https://youtu.be/RbNtzZljDmk?t=1099",,,,,"403
https://youtu.be/8oYiYw7D7Kw",,849,136,,"748 981
https://youtu.be/HBTlKbBvsh4",,,,,,,,"2029476 212
2021932476 211212
2023847076 211412
2024708646 211502
2025474486 211582
2026814706 211722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,"24
https://youtu.be/OYj_HfiPSes",,,,,"75870
https://youtu.be/RbNtzZljDmk?t=1150",,,,,390,,6,81,,"266 19410
https://youtu.be/NnFVv-yZTdk",,,,,,,,"1012986 234
14129856 3264
1129843026 260994
1129886316 261004
1299712986 300234
1732612986 400234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,238,,,,,"174175
https://youtu.be/RbNtzZljDmk?t=1225",,,,,203,,16,226,,"492 1062
https://youtu.be/OfWAUVbXP0Q",,,,,,,,"1910599 199
191050299 19899
1910589399 198999
1921054489 200089
1922110599 200199
1951105619 203219
1964931059 204659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,2105,,,,,"36501
https://youtu.be/RbNtzZljDmk?t=60",,,,,"258
https://youtu.be/062AeAumSUI",,"46
https://youtu.be/V_ZYaCmc8sQ",122,,"119 49
https://youtu.be/GUiRTPBq83M",,,,,,,,"19131511 9457
1012141291 500317
1319111311 652057
1516111051 749437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,142,,,,,"23733
https://youtu.be/lp-afhSXRQE?t=38",,,,,13,,"60
https://youtu.be/bPhzm1Wyk5M",106,,"605 9612
https://youtu.be/Y0DPO5rpWuo",,,,,,,,"632303532 22582269
632363536 22584412
632373532 22584769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,91011128,,,,,"1986
https://youtu.be/lp-afhSXRQE?t=542",,,,,ÒÈÁÎËÈÊ,,"60
https://youtu.be/pxGVhGlhpOQ",171,,"9989 19893
https://youtu.be/fvZA6JvGrjE",,,,,,,,"9097906348 181711
9297928008 185706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,1899,,,,,"27170
https://youtu.be/lp-afhSXRQE?t=959",,,,,ÌÎÍÈÒÎÐ,,"86
https://youtu.be/mkvMKlE4_jI",116,,"6344 9740
https://youtu.be/u4G6qmCTPt0",,,,,,,,"475912 237956
576104 288052
626200 25048
760833 253611
779619 259873
801536 25856
951824 237956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,"120
https://youtu.be/F9CNUKR0Lb4",,,,,"140
https://youtu.be/lp-afhSXRQE?t=1284",,,,,7777555,,"259
https://youtu.be/CvYx37N9Hik",31,,"4341 9452
https://youtu.be/ENUwSTjBw6I",,,,,,,,"123445067 480331
1232245867 4794731
1238645167 4819631
12386045867 48194731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,"26
https://youtu.be/F7qG-a6bofk",,,,,"268
https://youtu.be/lp-afhSXRQE?t=1453",,,,,5757557575,,"298
https://youtu.be/5uBJQlZDuf4",15,,"310 6765
https://youtu.be/4s6EsJ2LF_Y",,,,,,,,"788565321 2826399
7855635321 28156399
7865679321 28192399
78156939321 280132399
78856113321 282638399
78956553321 282998399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,"444
https://youtu.be/Ev-VB75LxVo",,,,,"1225
https://youtu.be/NYkhMzknFso?t=27",,,,,010010,,"48
https://youtu.be/HTiHs-q3-yA",-18,,"774 9700
https://youtu.be/9xlXgfFXVmw",,,,,,,,"81878006 18011
8185804906 1800661
8446518006 1858011
8780876306 1931561
8894980906 1956661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,"16
https://youtu.be/DE3jwzt5XqY",,,,,"8649
https://youtu.be/NYkhMzknFso?t=518",,,,,32,,"282
https://youtu.be/QXUPYRuimd8",19,,"207 12709
https://youtu.be/3NQH9S5-Pxs",,,,,,,,"152004241 12329
1129027201 33601
1320668281 36341
1628203201 40351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,"160
https://www.youtube.com/watch?v=FTb8a5kU7uA&t=21s",,,,,"11249
https://youtu.be/NYkhMzknFso?t=1087",,,,,53,,"304
https://youtu.be/OFM8DQuJwr0",153,,40 41441,,,,,,,,"9097906348 181711
9297928008 185706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,"375
https://youtu.be/FTb8a5kU7uA?t=604",,,,,"138677
https://youtu.be/d7Nn0ftE6jc",,,,,26,,"2882
https://youtu.be/iJuoMpIo2z8",-31,,15 30033000,,,,,,,,"2254325931 2216643
2454329151 2413303
2554320591 2511623
2954327031 2904943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,4096,,,,,"61446
https://youtu.be/y7N-5jX99X0?t=2671",,,,,28,,"5324
https://youtu.be/8L8s-h2O6Nk",89,,13 17500,,,,,,,,"12343000 3
123400269 17
123421875 23
1234200000 2
1234509249 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,131058,,,,,322264,,,,,"107
https://youtu.be/dFtFJq53-qw",,"1303
https://youtu.be/LlJrcG76PIo","22
https://youtu.be/wAcJj5FF7o8",,"8514 5176
https://youtu.be/wx4r1gY3JG0",,,,,,,,"193595230 48170
1035977630 257770
1135930160 282640
1335955790 332410
1835959580 456820
1935952300 481700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,"87
https://youtu.be/vI9KJHfyWfE",,,,,1478,,,,,"11
https://www.youtube.com/watch?v=pnulg6ffJL8",,"902
https://youtu.be/GplS9BbRY2I",23,,"6 17500
https://youtu.be/tAZa5sBPrF4",,,,,,,,"12056537 38767
12153569 39079
12451507 40037
12459593 40063
12655523 40693
12854563 41333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,"227
https://youtu.be/5rz3takBChg",,,,,414400,,,,,33,,"5686
https://youtu.be/6kZfDDWLzho",14,,"10 3507
https://youtu.be/7E-xt8Hlt3Q",,,,,,,,"124282 62143
1204282 602143
1214182 607093
1224082 612043
1229482 614743
1244482 622243
1295482 647743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,"94
https://youtu.be/wkkyiQUaTNg",,,,,418530,,,,,299,,"13950
https://youtu.be/Bq84IwWkdJE",23,,"745 19763
https://youtu.be/n8kSewJbz3g",,,,,,,,"12340001 90073
123400010 900730
123437000 901000
1234000100 9007300
1234370000 9010000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,"5482
https://youtu.be/LKhk4g7XoI0",,,,,"720
https://youtu.be/us_SHAPRyQ8",,,,,28,,"280
https://youtu.be/tXBhOdB6hcQ",29,,"2096 1466
https://youtu.be/IeUKHS2izMg",,,,,,,,"2023 1
204323 101
2025023 1001
20232023 10001
202302023 100001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,"1475
https://youtu.be/KFK_d299yOk",,,,,"1440
https://youtu.be/HjVUrHmbWuA",,,,,2212122,,"12642
https://youtu.be/E5m-2Q47E7o",14,,"2504 19763
https://youtu.be/1bmSOENttDg",,,,,,,,"500001 666672
500048 968874
500069 500070
500079 666776
500114 750174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,"1503
https://youtu.be/QFoyzm-ccyE",,,,,"10080
https://youtu.be/rCLQncFaX6A",,,,,"199
https://youtu.be/wvBsHkVfWOQ?t=38",,"15
https://youtu.be/AmXT--L3Y4k",19,,"155 10059
https://youtu.be/Ek1XXflJQPc",,,,,,,,997920 498960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,"25
https://youtu.be/nblHuLE7Dzc",,,,,"3600
https://youtu.be/m8qqmR9K6LQ",,,,,"46
https://youtu.be/wvBsHkVfWOQ?t=381",,"3000
https://youtu.be/KjC94kkttvw",59,,"91 9961
https://youtu.be/nkDGUGNjuo8",,,,,,,,"123240365679 30710283
123441015679 30760283
123641665679 30810283
123842315679 30860283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,"96
https://youtu.be/vwGfU4LRRI0",,,,,"756000
https://youtu.be/svko-AIYNPI",,,,,"195
https://youtu.be/wvBsHkVfWOQ?t=697",,"322122548
https://youtu.be/EHA7hdilWMo",35,,"1417 1022
https://youtu.be/aqWSFkAX2dk",,,,,,,,"321657 159
34105757 16859
35117257 17359
36128757 17859
37140257 18359
38151757 18859
39163257 19359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,"19
https://youtu.be/B_r7kOK3PJo?t=2610",,,,,"192
https://youtu.be/JHyY9Fq_BZE",,,,,"50
https://youtu.be/rlzra4I7y80?t=27",,"145
https://youtu.be/woKaPxIO1sg",82,,"172 9815
https://youtu.be/yCqEYXDL4aQ",,,,,,,,"10022676 5212
12522576 6512
15022476 7812
17522376 9112
19829976 10312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,"15
https://youtu.be/fbxL8Ex3Pxk",,,,,"75599
https://youtu.be/r3Yh0fpI_7E",,,,,"25
https://youtu.be/rlzra4I7y80?t=373",,"83
https://youtu.be/HENR4ym0KL4",73,,"2105 5211
https://youtu.be/LC5ZvzoGuwU",,,,,,,,"1253475 619
12103425 5977
12593475 6219
12913425 6377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,"11
https://youtu.be/D8czuW6kF9E",,,,,"423359
https://youtu.be/KccbqFW1NxY",,,,,"645
https://youtu.be/rlzra4I7y80?t=721",,"8
https://youtu.be/364ywvEPpPw","49
https://youtu.be/EVD-7dSE4gs",,"1093 3148
https://youtu.be/VOtldVSQJDM",,,,,,,,"24268335 1866795
24868935 1912995
240068335 18466795
240668935 18512995
242668335 18666795
248468935 19112995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,"16
https://youtu.be/aVAFevefBQQ",,,,,"3888
https://youtu.be/-y_PHByCZXg",,,,,"489
https://youtu.be/rlzra4I7y80?t=1140",,"47
https://youtu.be/HZisVIkUi_0","28
https://youtu.be/jGeHinyAbJo",,"3098 29764
https://youtu.be/scaZBtU4Hq8",,,,,,,,"4212 13
5292 7
7232 113
8232 7
8262 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,"67
https://youtu.be/Ysc5RZPcD-w",,,,,"5528
https://youtu.be/MexTxYbP0uo",,,,,"75
https://youtu.be/rlzra4I7y80?t=1434",,"3
https://youtu.be/f0PfGdbaHdQ","8
https://youtu.be/JvswOYp7E-8",,"5305 3148
https://youtu.be/NAP3XLfTmh4",,,,,,,,"1999769891 988517
1895989991 937217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,"68
https://youtu.be/MjeCIxpLpcE",,,,,"54
https://youtu.be/7Q6xzws5i0s",,,,,6,,"7
https://youtu.be/efNhnZW9gdU","54
https://youtu.be/qVVUGqwsrCg",,"877 28668
https://youtu.be/12PUXEXS2R4",,,,,,,,"48886437600 3456
64250746560 3584
73329656400 3600
80313433200 3840
97772875200 4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,"27
https://youtu.be/ICBfZr_3F2o",,,,,"899979336
https://youtu.be/Y4nBGMngf34",,,,,1,,"14
https://youtu.be/K3SZyZldOnE","89
https://youtu.be/2WXAyPxYXPA",,"212 9932
https://youtu.be/2UOA5aG3a1U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,"249998
https://youtu.be/T1BV3wtgTec",,,,,"218530000
https://youtu.be/HjN8PgpJh_Q",,,,,42,,"6
https://youtu.be/VUi8h814HPE","18
https://youtu.be/1TqhSBQPB3I",,"74 28571
https://youtu.be/uACKGpy7nis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,"7826
https://youtu.be/4ySLS_LxsdY",,,,,"5400
https://youtu.be/bp_WV1MKOpQ",,,,,13,,"8
https://youtu.be/3nScdIrdcdA","86
https://youtu.be/yvokMBKXW_8",,"3151 3850
https://youtu.be/fuHnH9G8YQk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,"18750
https://youtu.be/-VI4CSMwjJg",,,,,"5888
https://youtu.be/kn6hNWz2H0A",,,,,253,,"7
https://youtu.be/AjHrvDuJI_g","10
https://youtu.be/aVDetf9Qruk",,"43 4130
https://youtu.be/21Xg716WEt8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,"24
https://youtu.be/YOByCAhsRtc",,,,,"49545216
https://youtu.be/2yUPeiU3Z60",,,,,96,,"6
https://youtu.be/m85kRhtcfaA","32
https://youtu.be/iWiPR-ZHny8",,"465 5000
https://youtu.be/Ao3Ej7sf7K4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,92,,,,,"256901120
https://youtu.be/T9PCd4jmaxU",,,,,1,,"10
https://youtu.be/ufV58om2k_8","14
https://youtu.be/MNVGBJtFIwM",,"46 14694
https://youtu.be/Fg_-8ikv2YQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,"25
https://youtu.be/7vu7wFPMCGc",,,,,"851443712
https://youtu.be/_ZAmdvRwTTg",,,,,"5
https://youtu.be/B_r7kOK3PJo?t=6606",,"740
https://youtu.be/M9qwrjqTr-I","35
https://youtu.be/cUkNs6LGC7U",,"206 16651
https://youtu.be/nF31M4pTOyU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,"30
https://youtu.be/6SqNzPe0G6c",,,,,"2800
https://youtu.be/mRwbibGupc0",,,,,10,,"12
https://youtu.be/UrsgK4LMiXI","11
https://youtu.be/lLcU9mF4UsQ",,"47 26763
https://youtu.be/W0JIVQMotGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,"219
https://youtu.be/FTaT4rnlMp8",,,,,"285687
https://youtu.be/dCpREKLfNWY",,,,,128,,"257
https://youtu.be/Nk8Vou1lLXI","119
https://youtu.be/OL3jIEdFGJc",,"78 10945
https://youtu.be/1E9zYC3X2xA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,"39
https://youtu.be/OykeBPhMW08",,,,,"34560
https://youtu.be/TZHGB28CqVI",,,,,168,,"1092
https://youtu.be/cVletEEz0uQ","16
https://youtu.be/_i3N2Lw5TaY",,"96 13398
https://youtu.be/WA2HzLly9YY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,"166
https://youtu.be/pJdv5--EPTM",,,,,"360
https://youtu.be/_EpYRQtly7Y",,,,,135,,"3
https://youtu.be/wcvCYZcM5VY","11
https://youtu.be/T3ZdU65y6xA",,"10 3483
https://youtu.be/YS5_YpM6830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,"8
https://youtu.be/AlhWW3JtPqw",,,,,"512000
https://youtu.be/bYxnlI8qq30",,,,,186,,"175
https://youtu.be/6izCaZ26IGc","31
https://youtu.be/oq5g4RcfotA",,"25 5750
https://youtu.be/99GVn7mGOoU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,"2025
https://youtu.be/997Rq3Ppugc",,,,,"399360
https://youtu.be/ocO1ynXNMMo",,,,,134,,"76
https://youtu.be/Mm3rFiruLuA","119
https://youtu.be/f0LrN9NZlms",,"257 19
https://youtu.be/lZtCyNOlsT8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,"141
https://youtu.be/gcyLpyuwngo",,,,,"895483904
https://youtu.be/M6LAsknTHbQ",,,,,118,,"174
https://youtu.be/1h2pIrW7eLM","40
https://youtu.be/MTmKeHKI8Os",,"486 48
https://youtu.be/mSu_aEd3mzg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,"20
https://youtu.be/9Ey3k0P9904",,,,,298322640,,,,,21,,"478
https://youtu.be/YHmaPpbMS1w","550
https://youtu.be/Czb0NoTqZYA",,"1193 60
https://youtu.be/lyPOYGUirpk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,5872,,,,,2620547276,,,,,56,,"3
https://youtu.be/JTKnAsLwUnM","102
https://youtu.be/LCfGvJruNyw",,"1895 9984
https://youtu.be/slHWMZWULrM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,3145,,,,,15719036,,,,,45,,"3
https://youtu.be/k1qXrSmvD0Y
https://youtu.be/FLCe6RlJ6do","6575
https://youtu.be/C_iNANkocYw",,"3 74280
https://youtu.be/WIfcHnvzN9M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,156,,,,,1128227308,,,,,63,,"915
https://youtu.be/oWlbKlYyOvo","106
https://youtu.be/yQNOfZGipVA",,"2 124339
https://youtu.be/xx8k0ieksVo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,46598,,,,,992476800,,,,,111,,"5
https://youtu.be/exJMZQZz9P0","88
https://youtu.be/-NNK4tlCBA4",,"15067 199479
https://youtu.be/5pNUuPTrz6k",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,3799,,,,,2076464049,,,,,97,,"5718
https://youtu.be/35idoZCRB0Q","42
https://youtu.be/P-CY00T7r_c",,"4984 696
https://youtu.be/BMPDSHKHPdI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,"221
https://youtu.be/IEEq3KGVv0c",,,,,273741440,,,,,43,,"74
https://youtu.be/pLKBznsWTy0","27
https://youtu.be/AnW2Z6q6aYk",,"689 53804
https://youtu.be/UpV7ql6szgs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,"309
https://youtu.be/RPp1vWPLtvk",,,,,169466,,,,,21,,"1891
https://youtu.be/0eaBnpbe5lk","45
https://youtu.be/pjsNGeft4TA",,"19703 3103
https://youtu.be/m4uI8kWkuTc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,"703
https://youtu.be/QJPMTpgXXj4",,,,,"5229
https://youtu.be/B_r7kOK3PJo?t=4801",,,,,117,,"796
https://youtu.be/uBBXT4vC-fU","1556
https://youtu.be/bOjxxvD91vQ",,"136 574
https://youtu.be/AqsNcI1I8F8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,"18
https://youtu.be/-iVkiSEtNUA",,,,,931,,,,,20,,"666
https://youtu.be/kVkg9fnbN9s","53
https://youtu.be/ZaBupb4SCZM",,"124 4103
https://youtu.be/wjg7szKx_bU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,"120
https://youtu.be/XQo9Sus3hZg",,,,,1440,,,,,17,,"19
https://youtu.be/uCaErIuDPgc","21
https://youtu.be/eXEL071itlI",,"4 145300
https://youtu.be/2akYr_fweDY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,"69
https://youtu.be/puW884urpsw",,,,,2040,,,,,186,,"1625
https://youtu.be/ckhYTzOzinA","37
https://youtu.be/e_HxUA5ZRK4",,"214 18188
https://youtu.be/Q6RimWUYrbU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,"244296
https://youtu.be/yb8OvF8ynZ8",,,,,9360,,,,,104,,"8767
https://youtu.be/WDAHLIO4cmU","5
https://youtu.be/TbTnNmOgwU8",,"10 438939648
https://youtu.be/xTOIHNJxsDk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,"197535
https://youtu.be/heci2RqbvUQ",,,,,35280,,,,,9,,"95306
https://youtu.be/RQ223RdeJT0","27
https://youtu.be/ddTu9D2WlF0",,"4 537477120
https://youtu.be/35E3Gcec-y8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,7262,,,,,5055,,,,,33,,"77888
https://youtu.be/QPMFC7YeXxI","25
https://youtu.be/qhhY9WxtbUA",,"14 559872000
https://youtu.be/CZFAVeFzaRg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,830,,,,,140544,,,,,20,,"135122
https://youtu.be/KP3EWJunG-E","108
https://youtu.be/Um_lkaZrIos",,"3 839808000
https://youtu.be/gTVWxEd9w-o",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,210,,,,,309268,,,,,4,,"207291
https://youtu.be/ecFYII0G1og","-11
https://youtu.be/KWnIxXqfOo4",,"7 25165824
https://youtu.be/Y4ecJWj7TzI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,24,,,,,45360,,,,,9,,"323104
https://youtu.be/A-PJEA3D6WY","-11
https://youtu.be/Krd-jiwMbag",,"37 113246208
https://youtu.be/pefOlb4KANk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,20,,,,,ÃÑÓÒÀÂ,,,,,1,,"305330
https://youtu.be/Y7qfICHrfT0","26
https://youtu.be/QiiC7sJG3D8",,"161 19678
https://youtu.be/5AzRyZlAIWw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,211,,,,,ÍÃÌÐÅÀ,,,,,,,"8389
https://youtu.be/hkmbKH1W6xo","17
https://youtu.be/KkdxiPAlnhM",,"2120 14972
https://youtu.be/KRtC6soewec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,169,,,,,ÐÑËÍÓÀ,,,,,,,"7806
https://youtu.be/MukfzA-SaAc","16
https://youtu.be/wPnARzE_fAI",,"714 98385445
https://youtu.be/g6m4T7tBjRY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,39,,,,,ÎÄÑÒÅÌ,,,,,,,"1464
https://youtu.be/9vdszotaH1U","6
https://youtu.be/9FmV3FChTmo",,"226 99965933
https://youtu.be/iceRAo5Gw08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,22,,,,,ÅÌÑÀÈÃÐ,,,,,,,"6101
https://youtu.be/j6b8vqU9wuk","4
https://youtu.be/DpETssihLl8",,"402 99550625
https://youtu.be/Z9cONgsHSA4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,17,,,,,ÍÀÐÄÊÎÒ,,,,,,,"686
https://youtu.be/aT1MtYX35ck","26
https://youtu.be/xerSPEvOuRA",,"405 99405385
https://youtu.be/9U3-3seE8Oc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
